proteinID,LFQ.intensity.B1,LFQ.intensity.B2,LFQ.intensity.B3,LFQ.intensity.D1,LFQ.intensity.D2,LFQ.intensity.D3,impute_LFQ.intensity.B1,impute_LFQ.intensity.B2,impute_LFQ.intensity.B3,impute_LFQ.intensity.D1,impute_LFQ.intensity.D2,impute_LFQ.intensity.D3,pvalue,log1P,log2fc,t.value,p.adjust,Cys,geneName
A0A087WPF7,20.256494353379495,18.038050899794154,18.026101932104737,NA,NA,17.14748319575819,20.256494353379495,18.038050899794154,18.026101932104737,15.561105852520878,15.969696615874966,17.14748319575819,0.044475690684786705,1.3518772988199232,-2.547453840374782,-2.8919509886170855,0.044475690684786705,6,Auts2
A2A6T1,NA,NA,NA,19.46109969864992,19.028046338129737,19.31107863587724,15.72404845283398,16.13955772328312,15.616759998788142,19.46109969864992,19.028046338129737,19.31107863587724,7.222195510845534e-5,4.1413307590368476,3.439952832583888,16.879004178741482,7.222195510845534e-5,7,Cdr2l
A2ADY9,NA,NA,NA,19.130389571086987,19.136059898541635,18.82932014123919,16.86360479525947,16.214373480046177,15.624535875439948,19.130389571086987,19.136059898541635,18.82932014123919,0.00167140148105768,2.7769192173328436,2.7977518200407374,7.523022559619814,0.00167140148105768,8,Ddi2
A2AG50,NA,NA,NA,19.284665980567887,19.347932737866305,19.357135293399423,16.295373341993393,16.424060958716197,16.34069037597488,19.284665980567887,19.347932737866305,19.357135293399423,2.869970543463643e-7,6.542122560714386,2.976536445049714,67.59430362007235,2.869970543463643e-7,7,Map7d2
A2AGT5,NA,NA,17.885839339469054,17.12807489820789,17.782831884106074,17.669618662440612,15.888727050205532,16.820776756029883,17.885839339469054,17.12807489820789,17.782831884106074,17.669618662440612,0.3399267518244744,0.4686146556212059,0.6617274330167042,1.0824963341852005,0.3399267518244744,29,Ckap5
A2AN08,17.99036992294036,18.923205599655173,19.238973778044517,NA,17.5720784453598,16.52955256311412,17.99036992294036,18.923205599655173,19.238973778044517,15.455603822950554,17.5720784453598,16.52955256311412,0.03740248191136824,1.427099578423888,-2.1984381564051922,-3.066991957903338,0.03740248191136824,122,Ubr4
A2APB8,NA,NA,NA,17.8920802794432,17.908416077513355,17.516069333750497,16.245320318140628,15.726722385852396,14.9094165524974,17.8920802794432,17.908416077513355,17.516069333750497,0.006343373737510196,2.1976797001811694,2.1450354780722094,5.239280671635324,0.006343373737510196,8,Tpx2
B1AXD8,NA,NA,NA,19.107125105756015,19.038640400199817,18.893265975043853,16.62235627243504,16.02231766567557,16.037060498573588,19.107125105756015,19.038640400199817,18.893265975043853,1.777746250777323e-4,3.750130228603002,2.785765681438498,13.430733331469796,1.777746250777323e-4,4,Akirin2
B2RQC6,19.54770038640168,20.48748286356757,20.40124619914136,18.42492897518666,19.311810388716786,19.04003280800912,19.54770038640168,20.48748286356757,20.40124619914136,18.42492897518666,19.311810388716786,19.04003280800912,0.037604852195471154,1.424756113961702,-1.2198857590660133,-3.0614604422273293,0.037604852195471154,45,Cad
B2RY56,NA,NA,NA,17.648989465386826,17.85568366115662,18.434163954866367,16.52947046093134,16.466579637752474,16.349984342104552,17.648989465386826,17.85568366115662,18.434163954866367,0.003136446950938296,2.5035620536103402,1.5309342135404798,6.357997546965875,0.003136446950938296,6,Rbm25
B7ZNG4,NA,NA,NA,19.147433508477413,18.939452954609624,18.863418008877964,16.516720041699717,16.446532491252274,16.08361003519107,19.147433508477413,18.939452954609624,18.863418008877964,7.732992398151344e-5,4.111652416751027,2.6344806346073106,16.58972034638148,7.732992398151344e-5,16,Troap
B8ZXI1,NA,18.418107903614075,NA,17.623638620477813,16.36610019153374,17.598197925799635,15.025000546723078,18.418107903614075,16.363281314961924,17.623638620477813,16.36610019153374,17.598197925799635,0.6086212397713944,0.21565289562794093,0.593848990837369,0.5547514547175723,0.6086212397713944,18,Qtrt2
