proteinID,LFQ.intensity.A1,LFQ.intensity.A2,LFQ.intensity.A3,LFQ.intensity.C1,LFQ.intensity.C2,LFQ.intensity.C3,impute_LFQ.intensity.A1,impute_LFQ.intensity.A2,impute_LFQ.intensity.A3,impute_LFQ.intensity.C1,impute_LFQ.intensity.C2,impute_LFQ.intensity.C3,pvalue,log1P,log2fc,t.value,p.adjust,Cys,geneName
A0A087WPF7,18.761661601457163,19.473043760145476,18.823671999077476,NA,NA,18.294459211990034,18.761661601457163,19.473043760145476,18.823671999077476,15.213269300518983,15.624815854444291,18.294459211990034,0.05623724226806393,1.2499759841675926,-2.6419443312422715,-2.6626086246305665,0.05623724226806393,6,Auts2
A2A690,NA,NA,NA,17.21475547612625,16.8362723062447,17.35689896035919,15.255544857472001,15.682061986535317,15.145414069410862,17.21475547612625,16.8362723062447,17.35689896035919,0.0014117120229553274,2.850253886568086,1.774968609770653,7.865937649015531,0.0014117120229553274,26,Tanc2
A2A6T1,NA,17.703673809423933,NA,18.64209401166277,18.476231994013627,19.605685681165966,16.425290839437306,17.703673809423933,15.758859796001245,18.64209401166277,18.476231994013627,19.605685681165966,0.02731435182111099,1.5636091009833657,2.2787290806599607,3.398527768251374,0.02731435182111099,7,Cdr2l
A2ADY9,NA,NA,NA,18.28946959354563,18.401746180099718,18.42591249123047,15.153395948086862,15.842005542749344,15.974102409736886,18.28946959354563,18.401746180099718,18.42591249123047,4.597184890591108e-4,3.3375080293476342,2.7158747881009084,10.531717039955877,4.597184890591108e-4,8,Ddi2
A2AG50,NA,NA,NA,19.177453603815472,18.83938219442092,19.389320438051566,15.888523135992344,15.42458619436724,16.381328180515474,19.177453603815472,18.83938219442092,19.389320438051566,5.32788085495024e-4,3.2734454956651233,3.2372395751376324,10.138782110405725,5.32788085495024e-4,7,Map7d2
A2AGT5,17.891546398334004,16.34878001398153,17.63594479878872,16.624567018674913,16.7657781723258,16.281893814276042,17.891546398334004,16.34878001398153,17.63594479878872,16.624567018674913,16.7657781723258,16.281893814276042,0.21457726704793173,0.6684162903784497,-0.734677401942502,-1.4736571115235606,0.21457726704793173,29,Ckap5
A2AN08,19.52880891077452,14.3151495622563,17.64329252692681,NA,14.111543245749719,13.611485943240922,19.52880891077452,14.3151495622563,17.64329252692681,15.107004057650126,14.111543245749719,13.611485943240922,0.14300687360794126,0.8446430877219481,-2.885739251105621,-1.8192185065022026,0.14300687360794126,122,Ubr4
A2APB8,NA,NA,NA,17.93554492278996,17.463795747088128,17.691661743782316,15.79062649165972,15.258289629527482,14.419331362164478,17.93554492278996,17.463795747088128,17.691661743782316,0.003824308748615402,2.4174470530049463,2.5409183101029083,6.024779801111151,0.003824308748615402,8,Tpx2
B1AXD8,NA,NA,NA,18.84027389525997,18.71377581392084,19.157855128974575,16.177651052159835,15.561715952551678,15.576849359214604,18.84027389525997,18.71377581392084,19.157855128974575,2.0581672485111012e-4,3.6865193369816516,3.131896158076424,12.938763268695087,2.0581672485111012e-4,4,Akirin2
B2RQC6,20.357457503348478,18.546344363705256,19.714614463358433,17.864476357222575,18.125756505678194,17.38717591654489,20.357457503348478,18.546344363705256,19.714614463358433,17.864476357222575,18.125756505678194,17.38717591654489,0.03797325143267292,1.4205222151116577,-1.747002516988836,-3.0514798118964284,0.03797325143267292,45,Cad
